text,tweet_num,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_drug_labels,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
I just read somebody post said DMX didn't overdose it was the covid vaccine,7639,False,False,False,False,T,F,F,F,F,,,['other'],"['other', 'Methamphetamine']",[],[],[],[],[]
Accidentally taken too much codeine at work and I actually feel off my face 😂,7647,True,True,False,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"""Drug overdose"" narrative followed up by family members saying he wasn't on drugs but got the jab last week.",7683,False,False,True,False,F,F,F,F,T,,,['Fentanyl'],,[],[],[],[],[]
"""Please just listen to me, Technoblade. Heroin is like, the worst drug out there. I can't let you do that.""",7712,False,False,True,False,F,F,F,F,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
"pop the grate at the crack of dawn, sing while I wipe down the awning",7718,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
This reminds me of my patient berating me about her morphine that I couldn't give for another 8 hours then continued to try to get me to buy her detox tea and pills 🙄,7802,True,False,True,True,T,F,T,T,F,"['Morphine', 'other']","['Morphine', 'other']","['Morphine', 'other']","['Morphine', 'other']","['hydrocodone', 'morphine', 'methadone']",['morphine'],['morphine'],['morphine'],['morphine']
"okay i've been thinking and my definitive exo album (full and mini) ranking is
1. obsession
2. ex'act
3. exodus
4. overdose
5. dmumt
6. universe
7. sing for you/for life
8. the war/xoxo
9. miracles in december
10. mama",7868,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
"Love 3 am migraines. They are the best. Never wanted to get sick from pain before, which is nice. Codeine is awesome though.",7904,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Chonk cat... did I just crack the enigma?,8147,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
Tylenol can kill anyone and not because of packing. It destroys your liver if you overdose. The package might negate some of the problems but the bottom line is that your liver can't handle it. The answer is no. With Guns and Tylenol it takes education and not elimination.,8180,False,False,False,False,F,F,F,F,T,['other'],,['other'],['other'],['oxycodone'],[],[],['oxycodone'],[]
My top 3 music of all time: 1) Kanye West - flashing lights 2) Snoop Dogg -sensual seduction 3) Future - Codeine Crazy 📀🚀,8188,False,True,True,True,F,F,T,T,F,['Codeine'],['Codeine'],['Codeine'],['Codeine'],"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
"Naloxone is a drug that can temporarily reverse the effects of an opioid overdose or adverse reaction.  If you have had any experience with Opioids/Naloxone that you would like to share with us, visit 👉",8206,False,False,False,False,F,F,F,F,T,['other'],,['other'],['other'],"['hydrocodone', 'oxycodone']",[],[],['hydrocodone'],[]
kingdom fr put crack in all of their songs. i love them and their concept mwaaah <3,8235,False,True,True,True,T,T,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
"I think I'm losing my mind, codeine keep slowing my time",8280,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"It's no surprise the biggest porn dealer, the nastiest drug dealer, and the most prolific software pirate I have ever met have all had the same day job as Police Officers.",8322,False,False,False,True,T,T,F,T,T,,,['other'],,[],[],[],[],[]
"I really love this series, and this one might be my favorite.
Happy 4/20 #StellarFamily 
7 hours left on the auction, 111 $XLM reserve.
   $XLM #nftart #NFTs
Molecular THC on : #NFT Marketplace on #Stellar:",8324,False,True,True,False,F,T,T,F,F,"['other', 'Marijuana']",,['other'],"['other', 'Marijuana']",[],[],[],[],[]
"Snake start hissing
Heads go missing
Rest in piss to the ones I'm killing
Chief Keef drilling
Codeine spilling...",8447,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],"['codeine', 'lsd']","['codeine', 'lsd']","['codeine', 'lsd']",['codeine'],['codeine']
U.S. new vehicle sales tumbled about 26% in September as chip shortages and other parts-supply disruptions cut into the selection on dealer lots and raised prices once again to record levels.,8525,False,False,False,False,F,F,F,F,F,,,,,[],[],[],[],[]
Yo out here drinking promethazine like its codeine 😂😂😂😂 thinking he's getting high lol I'm so geeked rn,8531,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],"['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Because no one tell me what the fuck I do. And if they put me out on the street I would just become a meth dealer.,8535,True,True,True,True,T,T,T,T,T,['Methamphetamine'],['Methamphetamine'],"['other', 'Methamphetamine']",['Methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine']
"Hiya Tom, she isn't good, she is sedated in hospital at the moment, I don't think she even knows she is in there.  She was in such pain last night but because of her health they have to be really careful with morphine etc.",8544,False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Cephalon Receives FDA Approval for Risk Evaluation and Mitigation Strategy for FENTORA and ACTIQ signs of drug abuse,8552,False,False,False,False,F,F,F,F,T,['Fentanyl'],,['Fentanyl'],['Fentanyl'],['fentanyl'],[],['fentanyl'],['fentanyl'],['fentanyl']
#AryanKhan who the hell is this druggy dealer flogging my twitter feed,8602,True,False,True,True,T,T,T,T,F,,,['other'],['other'],[],[],[],[],[]
Noxolo I was about to sleep you know🤣🤣🤣 you just had to crack me up like this…😂😂😂,8667,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
When you realize you're the only person in your generation Who uses codeine for what it's actually for.,8678,False,True,True,False,T,F,T,F,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Wow Covid + drug overdose 🤦🏾‍♂️ c'mon X pull through cuh,8798,True,True,True,True,T,T,T,T,F,,['other'],"['Covid', 'other']",['other'],[],[],[],[],[]
"Medicine foods Will Always come from the Earth. Not pills. Not alcohol, Not shots, Not Crack Castle, Not kf-deathshack.",8904,False,True,False,False,F,F,F,F,T,['other'],['other'],['other'],['other'],['hydrocodone'],[],[],[],[]
"It looks like chauvin legs was on George neck looking from 1 view and the other camera shows chauvins legs on his back.
Seems the guy died of over dose of drugs.",9018,True,True,True,True,T,T,F,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
"#WSOP2021: The 36-year-old  dealer  claimed his career-first #WSOP gold bracelet in Event #1: $500 Casino Employees NLHE for $39,013.",9025,False,False,False,False,F,F,F,F,T,,,['other'],,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
the morphine shot was cool but all bc we can't see zendaya tittes IM CRYINGGGG #Euphoria,9064,True,True,True,True,T,T,T,F,F,['Morphine'],"['Morphine', 'other']","['Morphine', 'other']",['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
How about the Homeless Vietnam Vets.that protected your crack head son and Wounded Warriors .,9213,True,True,True,True,T,F,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
"It is estimated that if Germany legalizes recreational cannabis, it projects sales of about $2 billion to $4 billion each year for marijuana companies. 

If Ghana were to legalise recreational cannabis, what would sales look like?",9226,False,False,False,False,F,F,F,F,T,['Marijuana'],,['other'],['Marijuana'],['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
Put down the crack pipe and slowly walk away from the keyboard.,9235,True,True,True,True,T,T,F,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
"#ProphetMuhammad Said 

#Allah decrees the ( #Hell ) #Fire & debars #Jannah for the one who usurps the rights of a believer by taking a false oath. One man asked O #Prophet of Allah! Even if it should be for an insignificant thing? 

He said Even if it be a stick of the Arak tree",9236,False,False,False,False,F,F,F,F,T,,,['other'],['other'],['methamphetamine'],['methamphetamine'],[],[],[]
"Was gonna come on here & say pretty much that...where's everyone that said ""drug overdose"" & moved on? Where's the retractions? The apologies? The ""oh, I now realize I may have been wrong""? Has anyone on this app seen it from anyone at all? 
Some People have no shame or decency.",9263,False,False,False,False,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
Straight to health center I go in the AM I need some codeine in my system 🍼,9278,True,True,False,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Let me get a Caesar salad please.. With croutons and uhh codeine dressing 😈,9300,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Just chatting about old school games come vibe with us  #cod #warzoneclips #twitch #twitchstreamer #fyp #iamsilencio #gaming #funnyvideos #lol #twitchclips #funnytwitchclip #crack #crackhead #lifestories #oldschoolgames #nintendo #mortalkombat #thesimpsons,9317,False,False,True,True,T,F,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
(Canadian trial evaluates real-world use of medical cannabis products) view it on Cannabis Examiners -  #cannabis #marijuana #MMJ #cannabiscommunity #marijuanaindustry,9413,False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],['Marijuana'],['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"Hehehee, I know what you experiencing 🤣😂 been there myself.",9424,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
"To watch NBA Game: Memphis Grizzlies vs Minnesota Timberwolves stream go to link in tweet below:
Live NBA Streams 
Playoffs 2022 games 
#NBAPlayoffs #Grizzlies #RaisedByWolves

CLICK    ====v",9492,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
You can see the codeine in this mans eyes 💀,9567,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Games have to cater to everyone is the most retarded take I have ever seen,9592,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"The Nevada arm of the ACLU is hoping a new challenge will get the state to stop treating #cannabis like a controlled substance - via 

#cannabisculture #cannabiscommunity #cannabisindustry #cannabisnews",9608,False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],['Marijuana'],['methamphetamine'],[],[],[],[]
New article:  Georgia Governor Appoints New Cannabis Commission Chair -,9616,False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],,[],[],[],[],[]
"From the article: ""Increases in unintentional injury deaths in 2020 were largely driven by drug overdose deaths. Final mortality data will help determine the effect of the pandemic on concurrent trends in drug overdose deaths.""",9778,False,False,False,False,F,F,F,F,T,,,['other'],['other'],[],[],[],[],[]
"I've had a terrible day, but I managed to insert a Trainspotting heroin joke into a game preview, so I call that a win. 
Now I'm going to order a takeaway, get lightly drunk with my best mate and enjoy three days off after a tough week.
✌🏻",9789,True,True,True,False,F,F,F,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
That is cool! I am taking a class on growing cannabis! I want my own strain and dispensary!,9938,True,True,False,False,T,T,F,T,T,['Marijuana'],,['CBD'],['Marijuana'],[],[],[],[],[]
ER doctor ruled out drug overdose in Floyd death - News,9955,False,False,False,False,F,F,F,F,T,,,['other'],['other'],['mdma'],['mdma'],[],[],[]
"Denver's first ""equity"" cannabis store went to a white guy from Wyoming 

Lol",10092,False,False,False,False,F,F,F,F,T,['Marijuana'],['Marijuana'],['other'],['Marijuana'],[],[],[],[],[]
Demi Lovato Opens Up About 'Survivor's Guilt' After DMX Overdose,10112,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
yuuuung lean in the club for some morphine (morphine),10138,True,True,True,True,T,T,T,T,T,"['Morphine', 'Codeine']","['Morphine', 'other']",['Codeine'],"['Morphine', 'Codeine']","['codeine', 'morphine']",['morphine'],"['codeine', 'morphine']","['codeine', 'morphine']",['morphine']
The Tesla CEO told financiers that agreed to help fund his $44B purchase that he would crack down on executive and board pay at Twitter in a push to slash cost...,10269,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
Wow. Morphine is the most powerful pain med I've received post surgery. I don't want/need anything stronger. I'm blessed to not have to live w/ chronic or acute pain to function. It has to be rough juggling pain w/ addictive drugs.,10483,False,False,False,False,F,F,F,F,F,['Morphine'],"['Morphine', 'other']",['Morphine'],['Morphine'],"['oxymorphone', 'delta-9-thc-cooh', 'morphine']","['delta-9-thc-cooh', 'morphine']",['morphine'],"['oxymorphone', 'morphine']",['morphine']
"When I got sober, I didn't have a phone and worked w/ my dad doing tree work. Hes an alcoholic

I couldnt call my sponsor, so I just had to rely on dad.

1 day I said ""dad I really want to use heroin rn""

He just said ""are u f****n retarded?""

That helped me stay sober that day.",10523,True,False,True,True,T,F,T,T,T,['other'],,['Heroin'],['other'],['hydromorphone'],[],[],['hydromorphone'],[]
When you put codeine in your pumpkin spiced latte,10598,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"I don't know what your condition is, but Oxy is not a good long-term pain med. And 10mg wouldn't get rid of a headache .... for me. You can ask about Morphine, Norco, Even high doses of Ibuptofen work better than Oxy. Work with your PCP. ✝️❤️🌷",10599,False,False,False,False,F,F,F,F,T,"['Morphine', 'Oxycodone', 'Hydrocodone', 'other']","['Oxycodone', 'Hydrocodone', 'other']","['Morphine', 'Ibuprofen', 'Oxycodone', 'Hydrocodone']","['Morphine', 'Oxycodone', 'Hydrocodone', 'other']","['oxymorphone', 'phencyclidine', 'morphine', 'oxycodone']","['morphine', 'oxycodone']",['morphine'],"['oxymorphone', 'phencyclidine', 'morphine', 'oxycodone']","['phencyclidine', 'hydrocodone', 'morphine']"
